customer_id,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,Age,state,property_valuation,value,cluster
2712,Female,0,Manufacturing,High Net Worth,Yes,11.0,35.0,NSW,7.0,4116.13,3
2713,Male,55,Retail,Affluent Customer,Yes,5.0,68.0,NSW,11.0,942.6899999999999,3
2714,Female,50,Health,High Net Worth,Yes,1.0,24.0,NSW,4.0,1252.4600000000003,3
2715,Male,27,Manufacturing,Affluent Customer,No,11.0,59.0,VIC,11.0,3221.8099999999995,2
2716,Female,46,Entertainment,Mass Customer,No,7.0,55.0,NSW,11.0,1036.0500000000002,1
2717,Male,31,Health,Mass Customer,No,13.0,41.0,NSW,5.0,4576.02,1
2718,Male,69,Not Specified,High Net Worth,Yes,14.0,45.0,VIC,9.0,3783.3,3
2719,Male,69,Telecommunications,Affluent Customer,Yes,6.0,34.0,QLD,4.0,1101.08,3
2720,Female,0,Retail,High Net Worth,No,10.0,39.0,NSW,12.0,1646.91,1
2721,Male,3,Manufacturing,Mass Customer,Yes,17.0,53.0,NSW,10.0,1655.42,0
2722,Female,1,Health,Mass Customer,No,8.0,35.0,VIC,10.0,1950.52,2
2723,Female,71,Manufacturing,Mass Customer,Yes,18.0,44.0,NSW,9.0,6591.0,0
2724,Male,92,Financial Services,Mass Customer,No,4.0,28.0,QLD,6.0,1980.71,2
2725,Female,20,Property,Affluent Customer,No,11.0,57.0,NSW,7.0,353.3500000000002,1
2726,Male,49,Financial Services,Affluent Customer,No,4.0,46.0,NSW,7.0,5318.75,1
2727,Female,88,Financial Services,High Net Worth,Yes,2.0,34.0,QLD,6.0,4757.21,3
2728,Female,55,IT,High Net Worth,No,19.0,63.0,VIC,11.0,4054.59,2
2729,Female,76,Not Specified,Mass Customer,Yes,1.0,22.0,VIC,5.0,5280.35,0
2730,Male,15,Financial Services,Mass Customer,No,11.0,61.0,QLD,7.0,1604.23,2
2731,Female,74,Retail,Mass Customer,Yes,1.0,22.0,NSW,10.0,1513.52,0
2732,Female,36,Health,Mass Customer,No,7.0,61.0,VIC,9.0,2833.91,2
2733,Female,89,Manufacturing,Mass Customer,Yes,17.0,37.0,QLD,2.0,7906.619999999999,0
2734,Female,35,Manufacturing,High Net Worth,No,10.0,65.0,NSW,8.0,999.0300000000001,1
2735,Male,18,Financial Services,High Net Worth,Yes,14.0,64.0,QLD,5.0,836.04,3
2736,Male,40,Not Specified,Affluent Customer,Yes,9.0,29.0,NSW,11.0,2449.81,3
2737,Male,28,Retail,Mass Customer,Yes,3.0,24.0,NSW,8.0,5371.57,0
2738,Female,77,Health,Mass Customer,No,5.0,25.0,NSW,9.0,1252.9600000000003,1
2739,Male,48,Health,High Net Worth,Yes,15.0,37.0,VIC,12.0,456.42,3
2740,Female,61,Financial Services,Affluent Customer,Yes,12.0,59.0,NSW,7.0,4905.530000000001,3
2741,Male,6,Property,High Net Worth,No,4.0,23.0,QLD,2.0,2316.34,2
2742,Male,50,Financial Services,High Net Worth,Yes,15.0,43.0,QLD,8.0,2031.17,3
2743,Male,67,Health,High Net Worth,Yes,20.0,43.0,NSW,11.0,1428.62,3
2744,Male,59,Financial Services,Mass Customer,No,3.0,23.0,NSW,1.0,1264.73,1
2745,Female,8,Manufacturing,Mass Customer,Yes,18.0,45.0,NSW,8.0,2772.1,0
2746,Female,97,Financial Services,High Net Worth,Yes,7.0,69.0,VIC,8.0,2316.34,3
2747,Female,5,Not Specified,Affluent Customer,No,11.0,67.0,NSW,9.0,7118.800000000001,1
2748,Female,96,Financial Services,Mass Customer,No,4.0,55.0,NSW,11.0,2059.83,1
2749,Male,3,Retail,Mass Customer,No,5.0,43.0,NSW,10.0,327.9799999999999,1
2750,Female,42,Property,High Net Worth,No,20.0,42.0,VIC,10.0,5964.05,2
2751,Male,94,Retail,High Net Worth,Yes,12.0,43.0,QLD,7.0,3819.81,3
2752,Female,11,Retail,Affluent Customer,Yes,14.0,62.0,VIC,8.0,3250.7200000000003,3
2753,Male,26,Manufacturing,Mass Customer,Yes,7.0,37.0,NSW,9.0,5203.18,0
2754,Male,17,Retail,Mass Customer,No,11.0,59.0,NSW,7.0,3273.01,1
2755,Female,66,Manufacturing,Mass Customer,Yes,1.0,23.0,QLD,6.0,6825.47,0
2756,Female,11,Entertainment,Mass Customer,No,8.0,53.0,VIC,9.0,1610.9700000000003,2
2757,Female,65,Financial Services,Affluent Customer,No,8.0,61.0,VIC,8.0,3030.83,2
2758,Male,17,Manufacturing,Affluent Customer,No,19.0,67.0,NSW,9.0,2295.31,1
2759,Female,16,Health,Affluent Customer,Yes,1.0,20.0,VIC,3.0,3775.9,3
2760,Male,55,Property,Mass Customer,No,11.0,46.0,QLD,3.0,1757.19,2
2761,Female,78,Financial Services,Mass Customer,No,19.0,61.0,NSW,9.0,5082.02,1
2762,Female,34,Manufacturing,Mass Customer,No,9.0,29.0,VIC,7.0,9472.54,2
2763,Female,30,Financial Services,Mass Customer,Yes,10.0,43.0,VIC,10.0,2910.2,0
2764,Female,12,Financial Services,Mass Customer,Yes,20.0,67.0,QLD,1.0,1402.9999999999998,0
2765,Male,68,IT,Mass Customer,Yes,7.0,37.0,QLD,8.0,2995.1800000000003,0
2766,Female,93,Financial Services,High Net Worth,Yes,8.0,33.0,NSW,9.0,6233.3,3
2767,Female,84,Property,High Net Worth,No,22.0,34.0,NSW,10.0,803.97,1
2768,Male,86,Manufacturing,Mass Customer,No,3.0,27.0,NSW,12.0,3420.58,1
2769,Male,31,Manufacturing,Affluent Customer,Yes,15.0,44.0,NSW,11.0,4177.84,3
2770,Male,24,Manufacturing,High Net Worth,Yes,13.0,45.0,NSW,6.0,10028.8,3
2771,Female,6,Retail,Affluent Customer,Yes,10.0,53.0,NSW,4.0,4754.2,3
2772,Male,15,Property,Affluent Customer,Yes,13.0,68.0,NSW,9.0,2446.21,3
2773,Male,69,Manufacturing,Mass Customer,Yes,20.0,46.0,VIC,7.0,2293.1299999999997,0
2774,Female,50,Manufacturing,Mass Customer,No,14.0,66.0,VIC,1.0,1542.6800000000003,2
2775,Female,40,Manufacturing,Mass Customer,Yes,7.0,55.0,QLD,8.0,1922.1899999999998,0
2776,Male,59,Not Specified,Mass Customer,No,16.0,42.0,QLD,7.0,2295.62,2
2777,Female,0,Health,Mass Customer,Yes,1.0,25.0,NSW,8.0,3307.11,0
2778,Male,50,Financial Services,Mass Customer,No,12.0,44.0,NSW,5.0,3348.4700000000003,1
2779,Male,54,Not Specified,Affluent Customer,Yes,11.0,37.0,NSW,7.0,3277.5799999999995,3
2780,Male,77,Financial Services,Affluent Customer,Yes,16.0,36.0,QLD,2.0,3092.1200000000003,3
2781,Female,4,Financial Services,Affluent Customer,Yes,5.0,25.0,VIC,7.0,1289.3500000000001,3
2782,Female,91,IT,Mass Customer,No,12.0,34.0,NSW,8.0,3450.83,1
2783,Male,14,Retail,Affluent Customer,Yes,7.0,44.0,NSW,9.0,2757.77,3
2784,Male,6,Manufacturing,Mass Customer,No,13.0,33.0,QLD,7.0,1075.06,2
2785,Female,9,Financial Services,Mass Customer,No,8.0,41.0,QLD,6.0,3411.6199999999994,2
2786,Male,94,Health,Mass Customer,Yes,11.0,54.0,QLD,9.0,2718.29,0
2787,Female,92,Not Specified,Affluent Customer,Yes,6.0,42.0,VIC,9.0,6153.0,3
2788,Female,45,Health,Affluent Customer,No,4.0,54.0,VIC,10.0,9061.470000000001,2
2789,Female,66,Financial Services,Affluent Customer,Yes,7.0,29.0,NSW,11.0,549.09,3
2790,Female,16,Retail,High Net Worth,Yes,20.0,44.0,NSW,8.0,903.6600000000001,3
2791,Male,72,Financial Services,Mass Customer,No,3.0,34.0,NSW,8.0,6578.15,1
2792,Female,22,Financial Services,Mass Customer,Yes,12.0,58.0,VIC,9.0,1888.83,0
2793,Male,77,Health,Affluent Customer,Yes,14.0,51.0,VIC,8.0,4232.85,3
2794,Female,41,Health,Mass Customer,Yes,18.0,47.0,NSW,8.0,6417.0599999999995,0
2795,Female,9,Financial Services,Mass Customer,No,17.0,56.0,VIC,3.0,2617.2200000000003,2
2796,Female,52,Manufacturing,Mass Customer,No,9.0,45.0,NSW,2.0,3816.43,1
2797,Female,6,IT,Mass Customer,Yes,14.0,37.0,VIC,7.0,1112.73,0
2798,Male,59,Argiculture,High Net Worth,Yes,5.0,57.0,VIC,5.0,799.8499999999999,3
2799,Female,80,Not Specified,Mass Customer,Yes,18.0,49.0,NSW,9.0,5460.139999999999,0
2800,Female,29,Financial Services,Mass Customer,No,2.0,34.0,NSW,5.0,352.22999999999996,1
2801,Female,15,Health,Mass Customer,No,10.0,57.0,VIC,3.0,1567.0900000000001,2
2802,Female,36,Financial Services,Mass Customer,No,3.0,26.0,VIC,1.0,456.17999999999995,2
2803,Female,95,Retail,Mass Customer,Yes,11.0,52.0,VIC,6.0,2743.41,0
2804,Male,61,Not Specified,Mass Customer,Yes,5.0,58.0,NSW,8.0,3495.9199999999996,0
2805,Female,0,Manufacturing,High Net Worth,No,4.0,30.0,NSW,7.0,4721.49,1
2806,Male,60,Manufacturing,Mass Customer,Yes,3.0,36.0,VIC,5.0,3420.13,0
2807,Female,9,Manufacturing,Mass Customer,Yes,11.0,65.0,NSW,6.0,133.7800000000002,0
2808,Male,68,Financial Services,Mass Customer,Yes,1.0,21.0,NSW,9.0,5190.91,0
2809,Female,44,Retail,Mass Customer,No,10.0,53.0,VIC,12.0,1182.96,2
2810,Male,27,Property,Mass Customer,Yes,15.0,61.0,VIC,8.0,1185.7600000000002,0
2811,Female,29,Property,Mass Customer,No,22.0,45.0,NSW,9.0,2448.48,1
2812,Female,16,Not Specified,High Net Worth,Yes,1.0,21.0,NSW,10.0,4558.55,3
2813,Female,51,Manufacturing,Mass Customer,Yes,11.0,69.0,NSW,9.0,3207.8700000000003,0
2814,Male,42,Property,High Net Worth,Yes,18.0,36.0,QLD,6.0,3232.82,3
2815,Male,50,Health,Mass Customer,No,19.0,68.0,VIC,5.0,4895.82,2
2816,Female,87,Financial Services,Mass Customer,Yes,14.0,32.0,QLD,9.0,5878.47,0
2817,Female,33,Financial Services,Affluent Customer,Yes,6.0,35.0,NSW,10.0,1616.56,3
2818,Male,82,Not Specified,Affluent Customer,No,7.0,66.0,QLD,4.0,3700.7799999999997,2
2819,Male,63,Manufacturing,Affluent Customer,No,14.0,44.0,NSW,10.0,2500.31,1
2820,Male,44,Manufacturing,Affluent Customer,Yes,16.0,43.0,NSW,8.0,4695.9400000000005,3
2821,Male,13,Property,Affluent Customer,No,11.0,37.0,NSW,11.0,1471.91,1
2822,Female,83,Not Specified,Mass Customer,No,3.0,41.0,VIC,12.0,5473.67,2
2823,Male,98,Property,Mass Customer,No,7.0,51.0,NSW,6.0,1636.08,1
2824,Male,41,Entertainment,Affluent Customer,No,7.0,27.0,VIC,10.0,5278.02,2
2825,Female,28,Manufacturing,Affluent Customer,Yes,19.0,51.0,NSW,9.0,1854.5300000000002,3
2826,Female,73,Not Specified,Mass Customer,No,15.0,60.0,VIC,10.0,6755.16,2
2827,Female,17,Financial Services,High Net Worth,No,14.0,49.0,NSW,11.0,2208.8900000000003,1
2828,Female,37,Health,High Net Worth,Yes,4.0,23.0,VIC,10.0,262.52999999999986,3
2829,Female,2,Manufacturing,High Net Worth,No,11.0,43.0,NSW,8.0,1747.0800000000002,1
2830,Male,39,Manufacturing,High Net Worth,No,9.0,63.0,VIC,10.0,2490.7599999999998,2
2831,Female,16,Health,Mass Customer,Yes,11.0,54.0,NSW,12.0,3975.17,0
2832,Male,9,Telecommunications,Mass Customer,Yes,9.0,46.0,VIC,8.0,3665.4700000000003,0
2833,Male,60,IT,Mass Customer,Yes,3.0,22.0,NSW,4.0,2638.92,0
2834,Male,33,Retail,Affluent Customer,No,9.0,42.0,NSW,7.0,2115.86,1
2835,Female,30,Manufacturing,Affluent Customer,No,2.0,25.0,NSW,8.0,328.77,1
2836,Female,80,Health,Mass Customer,No,16.0,58.0,NSW,9.0,4664.400000000001,1
2837,Female,81,Retail,Mass Customer,No,10.0,34.0,VIC,8.0,3171.39,2
2838,Female,14,Retail,High Net Worth,No,21.0,45.0,QLD,8.0,1554.3400000000001,2
2839,Female,12,Entertainment,Mass Customer,No,10.0,45.0,NSW,7.0,2693.04,1
2840,Male,63,Manufacturing,Mass Customer,Yes,9.0,30.0,VIC,3.0,811.67,0
2841,Female,19,Not Specified,Mass Customer,No,16.0,59.0,NSW,7.0,6522.279999999999,1
2842,Female,80,Health,Mass Customer,No,6.0,54.0,NSW,12.0,1410.6,1
2843,Female,42,Financial Services,Affluent Customer,Yes,5.0,54.0,NSW,8.0,4117.49,3
2844,Female,98,Financial Services,Mass Customer,Yes,13.0,46.0,NSW,7.0,3881.5199999999995,0
2845,Female,1,Not Specified,Mass Customer,No,11.0,48.0,QLD,7.0,2497.72,2
2846,Female,66,Property,Mass Customer,No,14.0,52.0,VIC,10.0,986.7099999999999,2
2847,Female,50,Health,Mass Customer,No,12.0,46.0,NSW,9.0,4509.110000000001,1
2848,Female,42,Property,Mass Customer,Yes,13.0,55.0,VIC,12.0,3121.17,0
2849,Male,65,Not Specified,High Net Worth,Yes,2.0,28.0,NSW,8.0,1549.8200000000002,3
2850,Female,74,Not Specified,Mass Customer,Yes,5.0,50.0,NSW,9.0,5043.07,0
2851,Male,36,Entertainment,Affluent Customer,Yes,16.0,46.0,NSW,8.0,4113.78,3
2852,Female,20,Property,High Net Worth,Yes,14.0,51.0,VIC,9.0,3954.0,3
2853,Male,65,Retail,High Net Worth,Yes,7.0,37.0,NSW,10.0,4610.6,3
2854,U,49,IT,High Net Worth,Yes,7.0,44.0,NSW,4.0,2475.7200000000003,3
2855,Female,81,Manufacturing,Mass Customer,Yes,17.0,47.0,NSW,10.0,63.830000000000005,0
2856,Female,53,Financial Services,Mass Customer,Yes,13.0,46.0,NSW,10.0,5583.33,0
2857,Female,9,Manufacturing,Mass Customer,Yes,17.0,65.0,QLD,6.0,5373.63,0
2858,Male,4,Not Specified,Mass Customer,Yes,1.0,20.0,NSW,10.0,3306.37,0
2859,Female,98,Argiculture,High Net Worth,No,5.0,28.0,QLD,7.0,4153.82,2
2860,Female,13,Not Specified,Mass Customer,No,1.0,27.0,NSW,7.0,9084.86,1
2861,Female,4,Financial Services,Mass Customer,Yes,4.0,47.0,QLD,9.0,4518.27,0
2862,Male,46,Financial Services,Mass Customer,No,10.0,34.0,NSW,10.0,1870.13,1
2863,Male,90,Manufacturing,Mass Customer,No,16.0,57.0,NSW,3.0,167.20999999999998,1
2864,Female,36,IT,Mass Customer,No,21.0,47.0,VIC,6.0,3022.9999999999995,2
2865,Female,11,Manufacturing,High Net Worth,No,3.0,24.0,NSW,9.0,5283.91,1
2866,Male,10,Health,High Net Worth,No,7.0,27.0,NSW,7.0,2443.57,1
2867,Male,53,Not Specified,High Net Worth,No,12.0,67.0,NSW,6.0,1087.18,1
2868,Female,20,Retail,High Net Worth,No,10.0,50.0,NSW,10.0,2129.53,1
2869,Female,19,Manufacturing,Affluent Customer,No,2.0,21.0,NSW,9.0,1914.9099999999999,1
2870,Male,99,Not Specified,Mass Customer,No,11.0,64.0,NSW,7.0,135.89999999999992,1
2871,Male,49,Entertainment,High Net Worth,Yes,15.0,44.0,NSW,12.0,2345.94,3
2872,Female,52,Health,Affluent Customer,Yes,17.0,48.0,QLD,8.0,3109.9300000000003,3
2873,Female,59,Financial Services,Mass Customer,No,13.0,41.0,NSW,8.0,2127.43,1
2874,Female,97,Manufacturing,Affluent Customer,No,18.0,44.0,VIC,7.0,7910.31,2
2875,Male,71,Financial Services,High Net Worth,No,2.0,24.0,QLD,9.0,3231.91,2
2876,Male,68,Retail,High Net Worth,No,10.0,41.0,NSW,10.0,209.84000000000003,1
2877,Male,59,Property,Affluent Customer,Yes,18.0,55.0,QLD,5.0,4947.27,3
2878,Male,73,Property,Mass Customer,Yes,9.0,37.0,NSW,6.0,784.91,0
2879,Female,62,Argiculture,Mass Customer,Yes,5.0,48.0,VIC,9.0,5572.11,0
2880,Male,43,Health,Mass Customer,No,7.0,54.0,NSW,9.0,4772.56,1
2881,Male,71,Health,Affluent Customer,Yes,11.0,60.0,NSW,11.0,3646.67,3
2882,Female,62,Manufacturing,Mass Customer,No,9.0,36.0,QLD,3.0,1486.38,2
2883,Male,84,Financial Services,Mass Customer,Yes,2.0,27.0,NSW,8.0,5553.21,0
2884,Female,99,Not Specified,Mass Customer,No,15.0,60.0,NSW,9.0,3957.41,1
2885,Female,70,Financial Services,Mass Customer,Yes,4.0,53.0,NSW,8.0,4839.410000000001,0
2886,Female,39,Not Specified,Mass Customer,No,14.0,61.0,NSW,11.0,4022.79,1
2887,Male,42,Financial Services,High Net Worth,Yes,18.0,48.0,NSW,10.0,6202.900000000001,3
2888,Male,37,IT,High Net Worth,Yes,16.0,60.0,NSW,7.0,5055.73,3
2889,Male,55,Not Specified,Mass Customer,Yes,8.0,36.0,VIC,5.0,4722.62,0
2890,Male,64,Not Specified,Affluent Customer,Yes,20.0,63.0,NSW,11.0,3978.89,3
2891,Female,5,Manufacturing,High Net Worth,Yes,12.0,35.0,NSW,11.0,4629.95,3
2892,Male,59,Manufacturing,Affluent Customer,Yes,7.0,57.0,NSW,7.0,4015.0200000000004,3
2893,Male,84,Not Specified,Mass Customer,No,11.0,42.0,NSW,8.0,3533.5599999999995,1
2894,Male,91,Financial Services,Mass Customer,Yes,22.0,45.0,QLD,4.0,7544.080000000001,0
2895,Female,85,Entertainment,Mass Customer,Yes,5.0,55.0,NSW,9.0,950.56,0
2896,Female,5,Financial Services,Mass Customer,Yes,12.0,52.0,VIC,4.0,1319.83,0
2897,Female,94,Manufacturing,Affluent Customer,No,5.0,60.0,VIC,10.0,2828.37,2
2898,Female,81,Not Specified,Affluent Customer,Yes,5.0,57.0,NSW,7.0,2343.0,3
2899,Female,13,Manufacturing,High Net Worth,No,4.0,32.0,NSW,1.0,2554.4900000000002,1
2900,Male,29,Health,Mass Customer,Yes,18.0,36.0,NSW,7.0,2041.2,0
2901,Male,77,Manufacturing,Mass Customer,Yes,6.0,27.0,QLD,3.0,5850.34,0
2902,Female,57,Financial Services,Mass Customer,Yes,7.0,47.0,NSW,9.0,899.7599999999998,0
2903,Male,47,Manufacturing,Affluent Customer,Yes,9.0,45.0,NSW,8.0,1370.8,3
2904,Female,26,Manufacturing,High Net Worth,Yes,11.0,45.0,NSW,9.0,3163.39,3
2905,Female,34,Not Specified,Mass Customer,No,14.0,58.0,NSW,5.0,689.79,1
2906,Female,93,Retail,Mass Customer,Yes,4.0,30.0,NSW,4.0,1408.35,0
2907,Male,89,Financial Services,High Net Worth,No,8.0,45.0,VIC,10.0,5213.35,2
2908,Female,42,Health,Affluent Customer,Yes,11.0,67.0,VIC,8.0,2066.49,3
2909,Female,31,Entertainment,High Net Worth,No,6.0,43.0,VIC,9.0,4644.23,2
2910,Female,15,Health,Mass Customer,Yes,12.0,59.0,VIC,10.0,3564.73,0
2911,Female,55,Entertainment,Mass Customer,No,11.0,54.0,VIC,10.0,687.5100000000001,2
2912,Male,60,Not Specified,High Net Worth,No,4.0,46.0,NSW,11.0,8835.01,1
2913,Male,44,IT,Affluent Customer,Yes,14.0,67.0,VIC,5.0,1548.6499999999999,3
2914,Female,76,Health,Affluent Customer,Yes,11.0,40.0,NSW,9.0,6835.96,3
2915,Female,32,Manufacturing,Mass Customer,No,17.0,47.0,QLD,4.0,1661.98,2
2916,Male,23,Manufacturing,Affluent Customer,Yes,9.0,53.0,QLD,8.0,2509.8,3
2917,Male,21,Manufacturing,Affluent Customer,No,18.0,46.0,QLD,6.0,3758.8700000000003,2
2918,Female,58,Financial Services,Mass Customer,Yes,5.0,33.0,QLD,8.0,3469.6,0
2919,Male,47,Financial Services,High Net Worth,Yes,8.0,58.0,QLD,9.0,3489.33,3
2920,U,0,IT,Mass Customer,Yes,7.0,44.0,NSW,8.0,1774.7,0
2921,Female,15,Financial Services,Mass Customer,No,7.0,46.0,QLD,9.0,2718.28,2
2922,Male,34,Manufacturing,Affluent Customer,Yes,10.0,40.0,QLD,4.0,3257.52,3
2923,Female,46,Not Specified,Affluent Customer,Yes,4.0,50.0,NSW,2.0,3149.25,3
2924,Female,79,Entertainment,Mass Customer,Yes,6.0,34.0,VIC,10.0,2561.67,0
2925,Male,36,Financial Services,Affluent Customer,Yes,19.0,44.0,NSW,8.0,2770.16,3
2926,Female,27,Health,High Net Worth,No,12.0,59.0,QLD,12.0,1341.6799999999998,2
2927,Male,49,Manufacturing,Affluent Customer,Yes,14.0,62.0,VIC,11.0,2440.02,3
2928,Male,92,Not Specified,Mass Customer,No,5.0,29.0,NSW,10.0,3739.8100000000004,1
2929,Male,97,Retail,Mass Customer,No,2.0,23.0,QLD,3.0,6692.39,2
2930,Male,46,Entertainment,Mass Customer,No,3.0,25.0,NSW,10.0,3332.77,1
2931,Male,61,IT,Mass Customer,Yes,6.0,43.0,QLD,5.0,1700.5500000000002,0
2932,Male,4,IT,Mass Customer,No,17.0,37.0,QLD,3.0,5823.709999999999,2
2933,Male,61,Retail,Affluent Customer,Yes,6.0,36.0,VIC,5.0,1241.68,3
2934,Female,26,Telecommunications,Mass Customer,Yes,9.0,36.0,NSW,2.0,3777.2599999999998,0
2935,Female,41,Manufacturing,Mass Customer,No,17.0,44.0,NSW,9.0,2017.1799999999998,1
2936,Female,23,Financial Services,Mass Customer,Yes,11.0,38.0,NSW,10.0,5550.62,0
2937,Female,47,Financial Services,Mass Customer,No,15.0,48.0,VIC,8.0,6294.38,2
2938,Male,79,Argiculture,Affluent Customer,No,2.0,22.0,QLD,7.0,4655.53,2
2939,Female,38,Not Specified,Mass Customer,Yes,17.0,36.0,NSW,9.0,1600.4099999999999,0
2940,Male,83,Not Specified,Affluent Customer,Yes,14.0,51.0,QLD,3.0,4384.62,3
2941,Female,38,Retail,Mass Customer,No,10.0,59.0,QLD,1.0,2769.2500000000005,2
2942,Male,10,Not Specified,High Net Worth,No,10.0,52.0,NSW,5.0,3872.23,1
2943,Male,65,Not Specified,High Net Worth,No,17.0,43.0,QLD,3.0,2125.22,2
2944,Male,45,Manufacturing,Affluent Customer,No,7.0,45.0,NSW,10.0,1458.81,1
2945,Male,79,Not Specified,Mass Customer,No,18.0,50.0,NSW,9.0,397.23,1
2946,Male,14,Property,Mass Customer,Yes,7.0,31.0,VIC,10.0,3823.38,0
2947,Male,75,Manufacturing,Mass Customer,No,11.0,45.0,QLD,3.0,4595.07,2
2948,Male,23,Manufacturing,Mass Customer,Yes,2.0,25.0,QLD,9.0,2670.13,0
2949,Female,68,Telecommunications,Mass Customer,No,17.0,45.0,VIC,5.0,952.8999999999999,2
2950,Male,19,Financial Services,Mass Customer,Yes,10.0,67.0,VIC,6.0,645.99,0
2951,Male,13,Financial Services,High Net Worth,No,12.0,45.0,VIC,8.0,4729.7300000000005,2
2952,Female,28,Manufacturing,High Net Worth,Yes,16.0,47.0,NSW,10.0,2543.8900000000003,3
2953,Male,45,Health,High Net Worth,Yes,8.0,50.0,VIC,7.0,2881.21,3
2954,Female,23,Health,Mass Customer,No,16.0,48.0,VIC,8.0,2388.19,2
2955,Male,74,Financial Services,High Net Worth,No,13.0,32.0,NSW,9.0,4306.13,1
2956,Male,17,Telecommunications,Mass Customer,Yes,19.0,62.0,NSW,9.0,2683.67,0
2957,Male,66,Health,Affluent Customer,No,11.0,52.0,NSW,8.0,2844.83,1
2958,Male,10,Manufacturing,Affluent Customer,Yes,14.0,46.0,NSW,8.0,1892.1200000000001,3
2959,Female,1,Health,Mass Customer,Yes,11.0,68.0,QLD,5.0,1835.26,0
2960,Female,6,Property,Mass Customer,Yes,16.0,46.0,NSW,4.0,2935.67,0
2961,Male,56,Health,Mass Customer,Yes,12.0,47.0,VIC,8.0,6234.87,0
2962,Female,26,Property,Mass Customer,No,15.0,51.0,NSW,11.0,444.6500000000001,1
2963,U,17,IT,Affluent Customer,Yes,7.0,44.0,NSW,10.0,1205.87,3
2964,Female,36,Telecommunications,Mass Customer,Yes,14.0,48.0,NSW,10.0,2411.89,0
2965,Female,24,Not Specified,High Net Worth,No,8.0,49.0,NSW,5.0,2422.7200000000003,1
2966,Female,81,Health,Mass Customer,Yes,5.0,53.0,NSW,9.0,2629.22,0
2967,Male,60,Health,Affluent Customer,Yes,20.0,43.0,QLD,3.0,2466.2799999999997,3
2968,Male,38,Retail,High Net Worth,No,16.0,44.0,QLD,8.0,1644.2700000000002,2
2969,Male,12,Not Specified,Mass Customer,Yes,6.0,48.0,NSW,9.0,2998.0299999999997,0
2970,Female,64,Financial Services,Mass Customer,No,5.0,29.0,NSW,8.0,1111.1100000000001,1
2971,Female,5,Manufacturing,High Net Worth,Yes,8.0,54.0,NSW,12.0,1511.3200000000002,3
2972,Female,11,Not Specified,High Net Worth,No,17.0,66.0,NSW,9.0,1188.88,1
2973,Male,34,Health,High Net Worth,No,5.0,50.0,VIC,11.0,2016.03,2
2974,Female,1,Financial Services,High Net Worth,No,15.0,47.0,VIC,7.0,255.19,2
2975,Female,67,Financial Services,Mass Customer,No,14.0,41.0,NSW,9.0,2020.68,1
2976,Male,16,Health,Mass Customer,Yes,8.0,58.0,VIC,9.0,3521.63,0
2977,Female,28,Not Specified,Affluent Customer,No,18.0,45.0,VIC,4.0,1936.24,2
2978,Male,96,Manufacturing,Affluent Customer,No,10.0,48.0,NSW,9.0,827.7099999999999,1
2979,Female,39,Retail,Mass Customer,No,18.0,46.0,VIC,6.0,2582.7799999999997,2
2980,Female,27,Manufacturing,Mass Customer,No,4.0,42.0,VIC,6.0,2573.04,2
2981,Male,26,Retail,High Net Worth,Yes,21.0,42.0,NSW,9.0,2643.8700000000003,3
2982,Female,30,Financial Services,Mass Customer,Yes,11.0,40.0,VIC,9.0,6366.75,0
2983,Male,2,Retail,Mass Customer,Yes,17.0,37.0,VIC,9.0,3344.1699999999996,0
2984,Female,48,Manufacturing,Mass Customer,Yes,13.0,63.0,NSW,11.0,3865.9700000000003,0
2985,Male,69,Retail,Affluent Customer,Yes,14.0,36.0,NSW,10.0,6308.16,3
2986,Male,60,Financial Services,Mass Customer,No,13.0,42.0,NSW,9.0,5017.740000000001,1
2987,Female,51,Not Specified,High Net Worth,Yes,4.0,37.0,NSW,8.0,2846.6699999999996,3
2988,Female,20,Not Specified,Mass Customer,Yes,1.0,24.0,VIC,10.0,3034.97,0
2989,Male,37,Health,High Net Worth,Yes,2.0,22.0,NSW,10.0,6845.0599999999995,3
2990,Male,65,Argiculture,High Net Worth,No,8.0,44.0,NSW,12.0,2584.69,1
2991,Female,48,Financial Services,Mass Customer,No,11.0,58.0,NSW,4.0,2602.5200000000004,1
2992,Female,26,Health,Mass Customer,Yes,10.0,48.0,VIC,5.0,6871.539999999999,0
2993,Female,85,Financial Services,Affluent Customer,No,4.0,27.0,NSW,9.0,5400.88,1
2994,Female,26,Manufacturing,Mass Customer,Yes,18.0,46.0,NSW,8.0,179.84,0
2995,Male,60,Health,Mass Customer,Yes,2.0,25.0,NSW,7.0,3066.6800000000003,0
2996,Female,67,Financial Services,Mass Customer,No,14.0,55.0,QLD,7.0,1751.7199999999998,2
2997,Female,57,Health,Affluent Customer,No,10.0,49.0,QLD,3.0,2035.0200000000002,2
2998,Female,34,Manufacturing,High Net Worth,Yes,2.0,21.0,QLD,7.0,2511.7,3
2999,U,28,IT,Affluent Customer,Yes,7.0,44.0,VIC,8.0,8095.2,3
3000,Male,28,Financial Services,Affluent Customer,No,22.0,48.0,NSW,10.0,3354.27,1
3001,Male,48,Argiculture,Mass Customer,No,20.0,45.0,NSW,10.0,3378.5699999999997,1
3002,Male,62,Financial Services,Mass Customer,Yes,16.0,65.0,NSW,2.0,3193.23,0
